UMLClass,UMLEntity,UMLDescription,ConceptName,ConceptPreferredName,Classification,ConceptCode,ConceptDefinition,ConceptDefinitionSource,ModifiedDate,HumanVerified
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Diagnosis,initialDiagnosisDate,Date of initial diagnosis by recognized medical practitioner for tumor being reported whether clinically or microscopically confirmed.,Diagnosis,Diagnosis,Property,C15220,"The investigation, analysis and recognition of the presence and nature of disease, condition, or injury from expressed signs and symptoms; also, the scientific determination of any kind; the concise results of such an investigation.",NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Diagnosis,ageAtDiagnosis,Age of the patient at diagnosis in complete years. Different tumors for the same patient may have different values.,Diagnosis,Diagnosis,Property,C15220,"The investigation, analysis and recognition of the presence and nature of disease, condition, or injury from expressed signs and symptoms; also, the scientific determination of any kind; the concise results of such an investigation.",NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Diagnosis,ageAtDiagnosis,Age of the patient at diagnosis in complete years. Different tumors for the same patient may have different values.,Age,Age,Property,C25150,How long something has existed; elapsed time since birth.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Diagnosis,ageAtDiagnosis,Age of the patient at diagnosis in complete years. Different tumors for the same patient may have different values.,At,At,Property,C25427,"Used to indicate position, location, or state.",NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Diagnosis,causeOfDeath,"Official cause of death as coded from the death certificate in valid ICD-7, ICD-8, ICD-9, and ICD-10 codes.",Etiology,Etiology,Property,C16390,The cause of a disease.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Diagnosis,causeOfDeath,"Official cause of death as coded from the death certificate in valid ICD-7, ICD-8, ICD-9, and ICD-10 codes.",Death,Death,Property,C28554,The absence of life or state of being dead.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Diagnosis,behavior,"Behavior of tumor being reported.  Indicates whether a tumor is malignant, benign, in situ, or uncertain whether malignant or benign.",Behavior,Behavior,Property,C16326,"The actions or reactions of an object or organism, usually in relation to the environment or surrounding world of stimuli.",NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Diagnosis,histology,Text name of histologic type (structural pattern of cells identifying normal and abnormal morphologic characteristics) of the tumor.,Histology,Histology,Property,C16681,"The study of the structure of the cells and their arrangement to constitute tissues and, finally, the association among these to form organs.  In pathology, the microscopic process of identifying normal and abnormal morphologic characteristics in tissues, by employing various cytochemical and immunocytochemical stains.",NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Diagnosis,histologyCode,"Codes for the histologic type of the tumor being reported using ICD-O-3. NAACCR adopted ICD-O-3 as the standard coding system for tumors diagnosed in 2001 and later, and recommended that prior tumors be converted from ICD-O-2.",Histology,Histology,Property,C16681,"The study of the structure of the cells and their arrangement to constitute tissues and, finally, the association among these to form organs.  In pathology, the microscopic process of identifying normal and abnormal morphologic characteristics in tissues, by employing various cytochemical and immunocytochemical stains.",NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Diagnosis,histologyCode,"Codes for the histologic type of the tumor being reported using ICD-O-3. NAACCR adopted ICD-O-3 as the standard coding system for tumors diagnosed in 2001 and later, and recommended that prior tumors be converted from ICD-O-2.",Code,Code,Property,C25162,"A system, often of numbered categories, for representation of data.",NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Diagnosis,histologicGrade,"Microscopic classification of degree of abnormality or differentiation of the tumor. For lymphomas and leukemias, field is used to indicate T-, B-, Null-, or NK-cell origin.  Note: ?NK CELL? adopted for use with lymphoma cases diagnosed in 1995 and later.",Grade,Grade,Property,C48309,A position on a scale of intensity or amount or quality.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Diagnosis,histologicGrade,"Microscopic classification of degree of abnormality or differentiation of the tumor. For lymphomas and leukemias, field is used to indicate T-, B-, Null-, or NK-cell origin.  Note: ?NK CELL? adopted for use with lymphoma cases diagnosed in 1995 and later.",Histologic,Histologic,Property,C25526,Pertaining to the combined microscopic physical features of cells and their surrounding extracellular environment in tissues.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Diagnosis,histologicGrade,"Microscopic classification of degree of abnormality or differentiation of the tumor. For lymphomas and leukemias, field is used to indicate T-, B-, Null-, or NK-cell origin.  Note: ?NK CELL? adopted for use with lymphoma cases diagnosed in 1995 and later.",Histopathologic_Grade,Histologic Grade,Property,C18000,"The degree of abnormality of cancer cells, a measure of differentiation, the extent to which cancer cells are similar in appearance and function to healthy cells of the same tissue type. The degree of differentiation often relates to the clinical behavior of the particular tumor. Based on the microscopic findings, tumor grade is commonly described by one of four degrees of severity. Histopathologic grade of a tumor may be used to plan treatment and estimate the future course, outcome, and overall prognosis of disease. Certain types of cancers, such as soft tissue sarcoma, primary brain tumors, lymphomas, and breast have special grading systems.",NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Diagnosis,laterality,"Code for the side of a paired organ, or the side of the body on which the reportable tumor originated. This applies to the primary site only.",Laterality,Laterality,Property,C25185,Dominant use or manifestations of one side of the body versus the other; referring to a side of the body or of a structure.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Diagnosis,primarySite,Text name of Primary site of tumor being reported.,Site,Site,Property,C37901,A position in relation to its surroundings.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Diagnosis,primarySite,Text name of Primary site of tumor being reported.,Primary,Primary,Property,C25251,Occurring first in time or sequence; original; of greatest rank or importance or value.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Diagnosis,classOfCase,"For a hospital registry, divides cases into two groups:  analytic cases are those included in reports on patient treatment and outcomes; nonanalytic cases are those not included in such reports.",Class,Class,Property,C25346,A grouping of things based on shared common attributes.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Diagnosis,classOfCase,"For a hospital registry, divides cases into two groups:  analytic cases are those included in reports on patient treatment and outcomes; nonanalytic cases are those not included in such reports.",Case,Case,Property,C49152,A problem requiring investigation.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Diagnosis,classOfCase,"For a hospital registry, divides cases into two groups:  analytic cases are those included in reports on patient treatment and outcomes; nonanalytic cases are those not included in such reports.",Class_Taxon,Class,Property,C45280,"A collection of taxonomic subdivisions directly under Phylum. It is a major group of organisms, e.g. Mammalia, Reptilia, Gastropoda, Insecta, etc that contains a large number of different sublineages, but have shared characteristics in common (e.g. warm-blooded, fur, six legs etc).",NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Diagnosis,classOfCaseCode,"For a hospital registry, divides cases into two groups:  analytic cases are those included in reports on patient treatment and outcomes; nonanalytic cases are those not included in such reports. Class of Case codes 0-2 identify cases that are analytic ",Class,Class,Property,C25346,A grouping of things based on shared common attributes.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Diagnosis,classOfCaseCode,"For a hospital registry, divides cases into two groups:  analytic cases are those included in reports on patient treatment and outcomes; nonanalytic cases are those not included in such reports. Class of Case codes 0-2 identify cases that are analytic ",Code,Code,Property,C25162,"A system, often of numbered categories, for representation of data.",NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Diagnosis,classOfCaseCode,"For a hospital registry, divides cases into two groups:  analytic cases are those included in reports on patient treatment and outcomes; nonanalytic cases are those not included in such reports. Class of Case codes 0-2 identify cases that are analytic ",Case,Case,Property,C49152,A problem requiring investigation.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Diagnosis,classOfCaseCode,"For a hospital registry, divides cases into two groups:  analytic cases are those included in reports on patient treatment and outcomes; nonanalytic cases are those not included in such reports. Class of Case codes 0-2 identify cases that are analytic ",Class_Taxon,Class,Property,C45280,"A collection of taxonomic subdivisions directly under Phylum. It is a major group of organisms, e.g. Mammalia, Reptilia, Gastropoda, Insecta, etc that contains a large number of different sublineages, but have shared characteristics in common (e.g. warm-blooded, fur, six legs etc).",NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Diagnosis,primarySiteCode,"Area for retaining the ICD-O-1 primary site code entered before conversion to ICD-0-2. The item name includes years 1973-91. However, some states may have used the codes for cases before 1973.",Site,Site,Property,C37901,A position in relation to its surroundings.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Diagnosis,primarySiteCode,"Area for retaining the ICD-O-1 primary site code entered before conversion to ICD-0-2. The item name includes years 1973-91. However, some states may have used the codes for cases before 1973.",Code,Code,Property,C25162,"A system, often of numbered categories, for representation of data.",NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Diagnosis,primarySiteCode,"Area for retaining the ICD-O-1 primary site code entered before conversion to ICD-0-2. The item name includes years 1973-91. However, some states may have used the codes for cases before 1973.",Primary,Primary,Property,C25251,Occurring first in time or sequence; original; of greatest rank or importance or value.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Radiation,Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Radiation,"An object representing Radiation procedure; including dosages, locations, stop and start dates",Radiation_Ionizing_Radiotherapy,Radiation Ionizing Radiotherapy,ObjectClass,C15846,The use of ionizing radiation to kill cancer cells,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Radiation,Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Radiation,"An object representing Radiation procedure; including dosages, locations, stop and start dates",Radiation-Induced_Change,Radiation-Induced Change,ObjectClass,C22493,Techniques used for altering the genetic material of an organism by exposure to ionizing radiation.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Radiation,Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Radiation,"An object representing Radiation procedure; including dosages, locations, stop and start dates",Electromagnetic_Radiation,Electromagnetic Radiation,ObjectClass,C17050,The radiation of energy as transverse waves that is produced by moving charges.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Activity,Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Activity,An object representing the activities performed on tumors,Activity,Activity,ObjectClass,C43431,An action taken in pursuit of an objective; the state of being active.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Activity,id,System generated internal identifier,Idaho,Idaho,Property,C43499,A state in the northern Rocky Mountains of western United States. Its capital is Boise.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Activity,id,System generated internal identifier,Indonesia,Indonesia,Property,C16728,"A country in Southeastern Asia, comprising the archipelago between the Indian Ocean and the Pacific Ocean.",NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Activity,id,System generated internal identifier,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Activity,course,Course number in which specific treatment activity  occurred.  First course of treatment includes all methods of treatment recorded in the treatment plan and administered to patient BEFORE disease progression or recurrence.,Course,Course,Property,C25379,"Passage through time; duration; a systematic or/and orderly succession; a sequence, e.g. course of treatment; a mode of action or behavior; natural development, typical manner of proceeding.",NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Activity,atLocalFacility,"Indicates whether this activity was performed at the reporting facility.  If this activity was performed elsewhere, or no activity of this type occurred during this treatment course, the value is false.",Facility,Facility,Property,C62574,Services and space and equipment provided for a particular purpose; a building or place that provides a particular service or is used for a particular industry.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Activity,atLocalFacility,"Indicates whether this activity was performed at the reporting facility.  If this activity was performed elsewhere, or no activity of this type occurred during this treatment course, the value is false.",Local-Regional,Local,Property,C25388,Affecting only a restricted part or area (of the body).,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Activity,atLocalFacility,"Indicates whether this activity was performed at the reporting facility.  If this activity was performed elsewhere, or no activity of this type occurred during this treatment course, the value is false.",Austria,Austria,Property,C16312,"A country in Central Europe, north of Italy and Slovenia.",NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Activity,atLocalFacility,"Indicates whether this activity was performed at the reporting facility.  If this activity was performed elsewhere, or no activity of this type occurred during this treatment course, the value is false.",At,At,Property,C25427,"Used to indicate position, location, or state.",NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Activity,startDate,"Date on which this procedure was performed or this therapy began, if activity of this type occurred during this treatment course.",Begin,Begin,Property,C25431,"Have a beginning, in a temporal, spatial, or evaluative sense; the point in space or time where something begins.",NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Activity,startDate,"Date on which this procedure was performed or this therapy began, if activity of this type occurred during this treatment course.",Date,Date,Property,C25164,"The particular day, month and year an event has happened or will happen.",NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Activity,startDate,"Date on which this procedure was performed or this therapy began, if activity of this type occurred during this treatment course.",Begin_Date,Start Date,Property,C25383,The calendar date on which something is to start or did start.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Activity,characterization,"Specific procedure performed or therapy that began on this date, if any activity of this type occurred during this treatment course.",Characterization,Characterization,Property,C62606,The act of describing distinctive characteristics or essential features.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Activity,performedIndicator,Indicates whether any activity of this type occurred during this treatment course.,Indicator,Indicator,Property,C25180,"An event, entity or condition that typically characterizes a prescribed environment or situation and determines or aids in determining whether or not certain stated circumstances exist or criteria are satisfied.",NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Activity,performedIndicator,Indicates whether any activity of this type occurred during this treatment course.,Performed,Performed,Property,C38000,Executed and carried through to completion.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.PrimarySiteSurgery,Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.PrimarySiteSurgery,An object representing data about surgery for the primary site,Site,Site,ObjectClass,C37901,A position in relation to its surroundings.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.PrimarySiteSurgery,Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.PrimarySiteSurgery,An object representing data about surgery for the primary site,Surgery,Surgery,ObjectClass,C17173,The branch of medical science that treats disease or injury by operative procedures.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.PrimarySiteSurgery,Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.PrimarySiteSurgery,An object representing data about surgery for the primary site,Primary,Primary,ObjectClass,C25251,Occurring first in time or sequence; original; of greatest rank or importance or value.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Chemotherapy,Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Chemotherapy,An object representing Chemotherapy adminstration in the treatment of  tumors,Chemotherapy,Chemotherapy,ObjectClass,C15632,"The use of synthetic or naturally-occurring chemicals for the treatment of diseases.  Although this term is used to describe any therapy involving the use of chemical-based agents, particularly, it refers to the variety of chemical-based agents employed to treat cancer. Antineoplastic chemotherapy works by arresting or killing the growth and spread of cancer cells. Chemotherapy may also include agents that enhance immune function or alter hormonal activity.",NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Patient,Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Patient,An object representing patient information,Patient,Patient,ObjectClass,C16960,"A person who receives medical attention, care, or treatment, or who is registered with medical professional or institution with the purpose to receive medical care when necessary.",NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Patient,id,System generated internal identifier,Idaho,Idaho,Property,C43499,A state in the northern Rocky Mountains of western United States. Its capital is Boise.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Patient,id,System generated internal identifier,Indonesia,Indonesia,Property,C16728,"A country in Southeastern Asia, comprising the archipelago between the Indian Ocean and the Pacific Ocean.",NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Patient,id,System generated internal identifier,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Patient,firstName,First name of the patient.,First,First,Property,C25509,Preceding all others in time or space or degree.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Patient,firstName,First name of the patient.,Name,Person Name,Property,C25191,A word or group of words indicating the identity of a person usually consisting of a first (personal) name and a last (family) name with an optional middle name.  In some cultural traditions the family name comes first.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Patient,firstName,First name of the patient.,First_Name,First Name,Property,C40974,A word or group of words indicating a person's first (personal or given) name; the name that precedes the surname.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Patient,middleName,"Middle name or, if middle name is unavailable, middle initial of the patient.",Middle,Middle,Property,C25569,An intermediate part or section; an area that is approximately central within some larger region.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Patient,middleName,"Middle name or, if middle name is unavailable, middle initial of the patient.",Name,Person Name,Property,C25191,A word or group of words indicating the identity of a person usually consisting of a first (personal) name and a last (family) name with an optional middle name.  In some cultural traditions the family name comes first.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Patient,lastName,Last name of the patient.,Last_Name,Last Name,Property,C40975,A word or group of words indicating a person's last (family) name.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Patient,lastName,Last name of the patient.,Last,Last,Property,C25551,Coming after all others in time or space or degree or being the only one remaining.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Patient,lastName,Last name of the patient.,Name,Person Name,Property,C25191,A word or group of words indicating the identity of a person usually consisting of a first (personal) name and a last (family) name with an optional middle name.  In some cultural traditions the family name comes first.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Patient,suffix,"Title after last name, such as a generation order or credential status (e.g., ""MD,"" ""Jr."").",Suffix,Suffix,Property,C49106,"An affix occurring at the end of a word, word base, phrase, or name.",NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Patient,dateOfBirth,Date of birth of the patient.,Date_Value,Date,Property,C48871,A string unique to a time duration of 24 hours between 2 successive midnights defined by the local time zone. The specific representation of a date will depend on which calendar convention is in force as well as local ordering conventions.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Patient,dateOfBirth,Date of birth of the patient.,Date,Date,Property,C25164,"The particular day, month and year an event has happened or will happen.",NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Patient,dateOfBirth,Date of birth of the patient.,Birth,Birth,Property,C25155,The event of being born.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Patient,dateOfDeath,Date of death of the patient.,Date_Value,Date,Property,C48871,A string unique to a time duration of 24 hours between 2 successive midnights defined by the local time zone. The specific representation of a date will depend on which calendar convention is in force as well as local ordering conventions.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Patient,dateOfDeath,Date of death of the patient.,Death,Death,Property,C28554,The absence of life or state of being dead.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Patient,dateOfDeath,Date of death of the patient.,Date,Date,Property,C25164,"The particular day, month and year an event has happened or will happen.",NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Patient,race,Race of a patient.  The text for reporting information about race; categories correspond closely to race categories used by the U.S. Census Bureau to allow calculation of race-specific incidence rates,Race,Race,Property,C17049,"An arbitrary classification of taxonomic group that is a division of a species; usually arise as a consequence of geographical isolation within a species and characterised by shared heredity, physical attributes and behavior, and in case of humans, by common history, nationality, or geographic distribution.",NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Patient,race,Race of a patient.  The text for reporting information about race; categories correspond closely to race categories used by the U.S. Census Bureau to allow calculation of race-specific incidence rates,Alpha-methylacyl-CoA_Racemase_Gene,AMACR Gene,Property,C48210,This gene plays a role in the formation of cholic acid in peroxisomes.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Patient,sex,Sex of the patient.  Text designation for gender.,Sex,Sex,Property,C28421,The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Patient,sex,Sex of the patient.  Text designation for gender.,Sex_Personal_Attribute,Sex,Property,C38389,,,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Patient,sex,Sex of the patient.  Text designation for gender.,Sex_Behavior,Sex Behavior,Property,C17127,A form of physical intimacy that can be directed to reproduction (one possible goal of sexual intercourse) and/or to enjoying the body of someone else; activities associated with sexual intercourse.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Patient,ethnicGroup,Identifies persons of Spanish or Hispanic origin. Used by hospital and central registries to show the ?best guess? as to whether or not person should be classified as Hispanic for purposes of calculating cancer rates.,Ethnic_Origin,Ethnic Origin,Property,C18236,"The concept of ethnic origin is an attempt to classify people, not according to their current ethnicity, but according to where their ancestors came from.  Ethnic origin has become a popular classification in statistics, where the concept of race has been largely discarded.",NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Patient,ethnicGroup,Identifies persons of Spanish or Hispanic origin. Used by hospital and central registries to show the ?best guess? as to whether or not person should be classified as Hispanic for purposes of calculating cancer rates.,Ethnicity,Ethnicity,Property,C29933,"Ethnicity - an arbitrary classification of the social group a person belongs to, and either identifies with or is identified with by others, as a result of a complex of cultural, biological, geographical and other factors such as linguistic, dietary and religion traditions; ancestry, background, allegiance, or association; and physical characteristics traditionally associated with race. Increasingly the concept is used synonymously with race but this use trend has a pragmatic basis rather than scientific.  Also, sImilar to the concept of ethnic origin which is an attempt to classify people, not according to their current ethnicity, but according to where their ancestors came from.  Ethnic origin has become a popular classification in statistics, where the concept of race has been largely discarded.",NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Patient,ethnicGroup,Identifies persons of Spanish or Hispanic origin. Used by hospital and central registries to show the ?best guess? as to whether or not person should be classified as Hispanic for purposes of calculating cancer rates.,Ethnic_Group,Ethnic Group,Property,C16564,"A social group characterized by a distinctive social and cultural tradition maintained from generation to generation, a common history and origin and a sense of identification with the group; members of the group have distinctive features in their way of life, shared experiences and often a common genetic heritage; these features may be reflected in their experience of health and disease.",NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Patient,ethnicGroup,Identifies persons of Spanish or Hispanic origin. Used by hospital and central registries to show the ?best guess? as to whether or not person should be classified as Hispanic for purposes of calculating cancer rates.,Group,Group,Property,C43359,Any number of entities (members) considered as a unit.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Patient,autopsy,Text indicating whether or not an autopsy was performed.,Autopsy_Submission_Domain,Autopsy Domain,Property,C49565,"A subject domain utilized for the submission of information encompassing and representing data, vocabulary or records related to autopsy.",NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.Patient,autopsy,Text indicating whether or not an autopsy was performed.,Autopsy,Autopsy,Property,C25153,A postmortem examination of the body that includes an examination of the internal organs and structures after dissection to determine the cause of death and the nature of pathological changes.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.FirstCourseRadiation,Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.FirstCourseRadiation,"An object representing only the first course of Radiation procedure; including dosages, locations, stop and start dates",First,First,ObjectClass,C25509,Preceding all others in time or space or degree.,NCI,,1
Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.FirstCourseRadiation,Logical View.Logical Model.edu.duke.cabig.tumorregistry.domain.FirstCourseRadiation,"An object representing only the first course of Radiation procedure; including dosages, locations, stop and start dates",Radiation_Ionizing_Radiotherapy,Radiation Ionizing Radiotherapy,ObjectClass,C15846,The use of ionizing radiation to kill cancer cells,NCI,,1
