UMLClass,UMLEntity,UMLDescription,ConceptName,ConceptPreferredName,Classification,ConceptCode,ConceptDefinition,ConceptDefinitionSource,ModifiedDate,HumanVerified
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Diagnosis,primarySiteCode,"Area for retaining the ICD-O-1 primary site code entered before conversion to ICD-0-2. The item name includes years 1973-91. However, some states may have used the codes for cases before 1973.",Code,Code,Property,C25162,"A system, often of numbered categories, for representation of data.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Diagnosis,primarySiteCode,"Area for retaining the ICD-O-1 primary site code entered before conversion to ICD-0-2. The item name includes years 1973-91. However, some states may have used the codes for cases before 1973.",Site,Site,PropertyQualifier1,C37901,A position in relation to its surroundings.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Diagnosis,primarySiteCode,"Area for retaining the ICD-O-1 primary site code entered before conversion to ICD-0-2. The item name includes years 1973-91. However, some states may have used the codes for cases before 1973.",Primary,Primary,PropertyQualifier2,C25251,Occurring first in time or sequence; original; of greatest rank or importance or value.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Procedure,Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Procedure,An object representing the procedures performed on tumors,Procedure,Procedure,ObjectClass,C25218,A particular course of action intended to achieve a result.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Radiation,Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Radiation,"An object representing Radiation procedure; including dosages, locations, stop and start dates",Radiation Therapy,Radiation Therapy,ObjectClass,C15313,Treatment of a disease by means of exposure of the target or the whole body to radiation. Radiation therapy is often used as part of curative therapy and occasionally as a component of palliative treatment for cancer. Other uses include total body irradiation prior to transplantation.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Radiation,stopDate,The date on which the patient completes or receives the last radiation treatment at any facility. ,Date,Date,Property,C25164,"The particular day, month and year an event has happened or will happen.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Radiation,stopDate,The date on which the patient completes or receives the last radiation treatment at any facility. ,End,End,PropertyQualifier1,C25496,"The point or place at which something terminates in time, space, or extent.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Radiation,numberOfTreatments,Records the total number of  treatment sessions (fractions) administered during the first course of therapy. ,Number,Number,Property,C25337,"A numeral or string of numerals expressing value, quantity, or identification.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Radiation,numberOfTreatments,Records the total number of  treatment sessions (fractions) administered during the first course of therapy. ,Therapeutic Procedure,Therapeutic Procedure,PropertyQualifier1,C49236,An action or administration of therapeutic agents to produce an effect that is intended to alter the course of a pathologic process.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Radiation,location,Identifies the location of the facility where radiation treatment was administered during first course of treatment.,Location,Location,Property,C25341,"A position, site, or point in space where something can be found.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Radiation,volume,Identifies the volume or anatomic target of the most clinically significant regional radiation therapy delivered to the patient during the first course of therapy,Volume,Volume,Property,C43320,A publication that is one of a set of several similar publications.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Radiation,volume,Identifies the volume or anatomic target of the most clinically significant regional radiation therapy delivered to the patient during the first course of therapy,Volume,Volume,PropertyQualifier1,C25335,The amount of three dimensional space occupied by an object or the capacity of a space or container.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Radiation,regionalDose,The dominant or most clinically significant total dose of regional radiation therapy delivered to the patient during the first course of treatment. The unit of measure is centiGray (cGy).,Dose,Dose,Property,C25488,The total quantity or strength of a substance administered at one time.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Radiation,regionalDose,The dominant or most clinically significant total dose of regional radiation therapy delivered to the patient during the first course of treatment. The unit of measure is centiGray (cGy).,Regional,Regional,PropertyQualifier1,C25643,Limited to a particular location or area.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Radiation,boostDose,Records the additional dose delivered to that part of the treatment volume encompassed by the boost fields or devices. The unit of measure is centiGray (cGy).,Dose,Dose,Property,C25488,The total quantity or strength of a substance administered at one time.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Radiation,boostDose,Records the additional dose delivered to that part of the treatment volume encompassed by the boost fields or devices. The unit of measure is centiGray (cGy).,Boost,Boost,PropertyQualifier1,C25438,Increase or raise.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Radiation,boostModality,Records the radiation treatment?boost modality used to deliver the most clinically significant dose to the primary volume of interest during the first course of treatment,Modality,Modality,Property,C41147,"A specific manner, characteristic, pattern of application or the employment of, any therapeutic agent or method of treatment, especially involving the physical treatment of a condition.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Radiation,boostModality,Records the radiation treatment?boost modality used to deliver the most clinically significant dose to the primary volume of interest during the first course of treatment,Boost,Boost,PropertyQualifier1,C25438,Increase or raise.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Radiation,regionalModality,Records the dominant modality of radiation therapy used to deliver the clinically most significant regional dose to the primary volume of interest during the first course of treatment.,Modality,Modality,Property,C41147,"A specific manner, characteristic, pattern of application or the employment of, any therapeutic agent or method of treatment, especially involving the physical treatment of a condition.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Radiation,regionalModality,Records the dominant modality of radiation therapy used to deliver the clinically most significant regional dose to the primary volume of interest during the first course of treatment.,Regional,Regional,PropertyQualifier1,C25643,Limited to a particular location or area.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Followup,Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Followup,An object representing follow up date,Follow-up,Follow-up,ObjectClass,C16033,The process by which information about the health status of an individual is obtained after a study has officially closed; an activity that continues something that has already begun or that repeats something that has already been done.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Followup,id,System generated internal identifier,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Followup,cancerStatus,"Records the presence or absence of clinical evidence of the patient's malignant or non-malignant tumor as of the  Date of Last Contact [1750]. If the patient has multiple primaries, the values may be different for each primary.",Status,Status,Property,C25688,A condition or state at a particular time.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Followup,cancerStatus,"Records the presence or absence of clinical evidence of the patient's malignant or non-malignant tumor as of the  Date of Last Contact [1750]. If the patient has multiple primaries, the values may be different for each primary.",Malignant Neoplasm,Malignant Neoplasm,PropertyQualifier1,C9305,"A tumor composed of atypical neoplastic, often pleomorphic cells that invade other tissues.  Malignant neoplasms often metastasize to distant anatomic sites and may recur after excision.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Followup,contactMethod,Records the source from which this follow-up information was obtained.,Means,Means,Property,C47955,A way of doing something; how a result is obtained or an end is achieved.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Followup,contactMethod,Records the source from which this follow-up information was obtained.,Communication Contact,Communication Contact,PropertyQualifier1,C47954,A channel for communication between groups.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Followup,date,"Date of last contact with the patient, or date of death.",Date,Date,Property,C48871,A string unique to a time duration of 24 hours between 2 successive midnights defined by the local time zone. The specific representation of a date will depend on which calendar convention is in force as well as local ordering conventions.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Followup,date,"Date of last contact with the patient, or date of death.",Date,Date,PropertyQualifier1,C25164,"The particular day, month and year an event has happened or will happen.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Chemotherapy,Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Chemotherapy,An object representing Chemotherapy adminstration in the treatment of  tumors,Chemotherapy,Chemotherapy,ObjectClass,C15632,"The use of synthetic or naturally-occurring chemicals for the treatment of diseases.  Although this term is used to describe any therapy involving the use of chemical-based agents, particularly, it refers to the variety of chemical-based agents employed to treat cancer. Antineoplastic chemotherapy works by arresting or killing the growth and spread of cancer cells. Chemotherapy may also include agents that enhance immune function or alter hormonal activity.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Hormone,Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Hormone,An object representing Hormone adminstration in the treatment of  tumors,Hormone Therapy,Hormone Therapy,ObjectClass,C15445,"Various treatment modalities that produce the desired therapeutic effect by means of change of hormone/hormones level. The treatment may include administration of hormones or hormone analogs to the patient, or decreasing the level of hormones in the body by using hormone antagonists, or hormone ablation therapy. The concept covers but not limited to: intermittent or permanent hormone suppression or ablation in treatment of hormone-dependent tumors, hormone replacement therapy of any kind, hormonal component of gender reassignment therapy, hormonal contraception, surgical and radiation castration.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Immunotherapy,Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Immunotherapy,"An object representing Immunotherapy, the body's natural defense system, in the treatment of  tumors",Immunotherapy,Immunotherapy,ObjectClass,C15262,"Therapy that designed to induce changes of patient's immune status in treatment of disease. The concept encompassing various treatment modalities including active and passive immunization, treatment with immunopotentiators, immunosuppressants and nonspecific systemic immunostimulators and adjuvants, desensitization to any allergens, bone marrow transplantation, thymus implantation.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.OtherProcedure,Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.OtherProcedure,An object representing all other procedure activities,Procedure,Procedure,ObjectClass,C25218,A particular course of action intended to achieve a result.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.OtherProcedure,Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.OtherProcedure,An object representing all other procedure activities,Other,Other,ObjectClassQualifier1,C17649,Different than the one(s) previously specified or mentioned.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.DistantSite,Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.DistantSite,An object which contains codes for the distant site or sites in which the tumor has recurred.,Site,Site,ObjectClass,C37901,A position in relation to its surroundings.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.DistantSite,Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.DistantSite,An object which contains codes for the distant site or sites in which the tumor has recurred.,Distant,Distant,ObjectClassQualifier1,C25321,"Far apart in space, time, or relevance.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.DistantSite,id,System generated internal identifier,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.DistantSite,name,Code for the distant site or sites in which the tumor has recurred.,Name,Name,Property,C42614,The words or language units by which a thing is known.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Recurrence,Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Recurrence,An object representing recurring tumor data.,Recurrent Neoplasm,Recurrent Neoplasm,ObjectClass,C4798,The reemergence of neoplasm after a period of remission,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Recurrence,id,System generated internal identifier,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Recurrence,date,The date of this recurrence of this tumor.,Date,Date,Property,C25164,"The particular day, month and year an event has happened or will happen.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Recurrence,type,Code for the type of recurrence after a period of documented disease free intermission or remission.,Type,Type,Property,C25284,Something distinguishable as an identifiable class based on common qualities.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.RegionalDistantSurgery,Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.RegionalDistantSurgery,An object representing regional distant surgery,Surgery,Surgery,ObjectClass,C17173,The branch of medical science that treats disease or injury by operative procedures.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.RegionalDistantSurgery,Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.RegionalDistantSurgery,An object representing regional distant surgery,Distantly Metastatic Malignant Neoplasm,Distantly Metastatic Malignant Neoplasm,ObjectClassQualifier1,C35933,A malignant tumor that has spread from its original (primary) site of growth to another site distant from the primary site.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.PrimarySiteSurgery,Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.PrimarySiteSurgery,An object representing data about surgery for the primary site,Surgery,Surgery,ObjectClass,C17173,The branch of medical science that treats disease or injury by operative procedures.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.PrimarySiteSurgery,Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.PrimarySiteSurgery,An object representing data about surgery for the primary site,Site,Site,ObjectClassQualifier1,C37901,A position in relation to its surroundings.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.PrimarySiteSurgery,Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.PrimarySiteSurgery,An object representing data about surgery for the primary site,Primary,Primary,ObjectClassQualifier2,C25251,Occurring first in time or sequence; original; of greatest rank or importance or value.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Surgery,Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Surgery,An object representing the types of surgery performed on tumors,Surgery,Surgery,ObjectClass,C17173,The branch of medical science that treats disease or injury by operative procedures.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.RegionalLymphNodeSurgery,Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.RegionalLymphNodeSurgery,An object representing surgery for the regional lymph node,Surgery,Surgery,ObjectClass,C17173,The branch of medical science that treats disease or injury by operative procedures.,NCI,,1
